Statistical Division or Subdivision,LGA,Offence category,Subcategory,Jan 1995,Feb 1995,Mar 1995,Apr 1995,May 1995,Jun 1995,Jul 1995,Aug 1995,Sep 1995,Oct 1995,Nov 1995,Dec 1995
Outer Western Sydney,Blue Mountains,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Blue Mountains,Homicide,Manslaughter (a),0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Blue Mountains,Assault,Domestic violence related assault,10,7,10,11,7,4,10,10,6,11,4,7
Outer Western Sydney,Blue Mountains,Assault,Non-domestic violence related assault,16,16,23,13,13,24,10,15,17,26,16,21
Outer Western Sydney,Blue Mountains,Assault,Assault Police,0,0,0,3,0,0,1,1,0,0,1,0
Outer Western Sydney,Blue Mountains,Sexual offences,Sexual assault,1,1,0,0,3,0,1,1,1,1,0,1
Outer Western Sydney,Blue Mountains,Sexual offences,"Indecent assault, act of indecency and other sexual offences",5,1,6,2,1,5,6,5,8,5,2,5
Outer Western Sydney,Blue Mountains,Abduction and kidnapping,,0,0,0,0,0,0,0,0,0,1,1,0
Outer Western Sydney,Blue Mountains,Robbery,Robbery without a weapon,1,1,3,2,0,3,0,4,0,1,0,0
Outer Western Sydney,Blue Mountains,Robbery,Robbery with a firearm,1,0,1,0,3,3,0,0,0,1,1,0
Outer Western Sydney,Blue Mountains,Robbery,Robbery with a weapon not a firearm,1,0,1,1,0,1,1,2,0,0,1,0
Outer Western Sydney,Blue Mountains,Blackmail and extortion,,0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Blue Mountains,"Harassment, threatening behaviour and private nuisance",,10,3,9,5,17,9,9,4,8,5,8,7
Outer Western Sydney,Blue Mountains,Other offences against the person,,1,0,1,0,2,1,0,1,0,0,0,0
Outer Western Sydney,Blue Mountains,Theft,Break and enter dwelling,35,26,42,55,78,80,53,45,72,69,54,74
Outer Western Sydney,Blue Mountains,Theft,Break and enter non-dwelling,34,40,38,45,29,38,52,28,37,46,38,25
Outer Western Sydney,Blue Mountains,Theft,Receiving or handling stolen goods,1,1,0,5,1,3,0,4,1,4,1,6
Outer Western Sydney,Blue Mountains,Theft,Motor vehicle theft,31,17,32,28,30,24,30,38,26,33,33,18
Outer Western Sydney,Blue Mountains,Theft,Steal from motor vehicle,34,36,65,31,22,29,45,41,51,62,59,33
Outer Western Sydney,Blue Mountains,Theft,Steal from retail store,7,12,20,14,16,21,13,11,16,11,18,13
Outer Western Sydney,Blue Mountains,Theft,Steal from dwelling,11,21,15,16,26,19,17,21,15,17,18,23
Outer Western Sydney,Blue Mountains,Theft,Steal from person,2,1,3,3,1,4,0,1,4,8,7,3
Outer Western Sydney,Blue Mountains,Theft,Stock theft,0,0,0,0,0,0,0,0,0,1,0,0
Outer Western Sydney,Blue Mountains,Theft,Fraud,37,2,9,6,2,3,2,2,3,7,25,8
Outer Western Sydney,Blue Mountains,Theft,Other theft,15,27,41,21,34,27,32,20,22,36,39,29
Outer Western Sydney,Blue Mountains,Arson,,4,3,0,3,2,3,3,3,3,2,5,3
Outer Western Sydney,Blue Mountains,Malicious damage to property,,73,77,85,76,62,63,82,89,86,119,124,80
Outer Western Sydney,Blue Mountains,Drug offences,Possession and/or use of cocaine,0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Blue Mountains,Drug offences,Possession and/or use of narcotics,0,0,0,0,0,1,1,0,0,0,0,0
Outer Western Sydney,Blue Mountains,Drug offences,Possession and/or use of cannabis,6,5,12,7,8,8,2,6,2,11,4,5
Outer Western Sydney,Blue Mountains,Drug offences,Possession and/or use of amphetamines,0,0,0,0,0,1,0,0,0,0,3,0
Outer Western Sydney,Blue Mountains,Drug offences,Possession and/or use of ecstasy,0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Blue Mountains,Drug offences,Possession and/or use of other drugs,1,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Blue Mountains,Drug offences,"Dealing, trafficking in cocaine",0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Blue Mountains,Drug offences,"Dealing, trafficking in narcotics",0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Blue Mountains,Drug offences,"Dealing, trafficking in cannabis",0,0,0,0,0,5,1,1,0,0,0,0
Outer Western Sydney,Blue Mountains,Drug offences,"Dealing, trafficking in amphetamines",0,0,0,0,0,0,0,0,0,0,1,0
Outer Western Sydney,Blue Mountains,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Blue Mountains,Drug offences,"Dealing, trafficking in other drugs",0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Blue Mountains,Drug offences,Cultivating cannabis,2,4,2,2,0,1,0,1,0,1,3,2
Outer Western Sydney,Blue Mountains,Drug offences,Manufacture drug,0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Blue Mountains,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Blue Mountains,Drug offences,Other drug offences,2,2,1,3,1,1,0,2,0,1,3,4
Outer Western Sydney,Blue Mountains,Prohibited and regulated weapons offences,,1,1,0,6,3,3,7,1,1,3,3,3
Outer Western Sydney,Blue Mountains,Disorderly conduct,Trespass,5,1,3,1,3,5,4,3,1,3,1,4
Outer Western Sydney,Blue Mountains,Disorderly conduct,Offensive conduct,4,0,2,1,0,1,2,2,4,2,0,4
Outer Western Sydney,Blue Mountains,Disorderly conduct,Offensive language,8,3,3,2,3,2,2,6,3,1,1,6
Outer Western Sydney,Blue Mountains,Disorderly conduct,Criminal intent,0,1,1,1,1,0,0,0,1,1,2,0
Outer Western Sydney,Blue Mountains,Betting and gaming offences,,0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Blue Mountains,Liquor offences,,1,0,0,0,2,0,0,0,0,1,0,0
Outer Western Sydney,Blue Mountains,Pornography offences,,0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Blue Mountains,Prostitution offences,,0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Blue Mountains,Against justice procedures,Escape custody,0,0,0,1,0,0,0,0,0,1,1,0
Outer Western Sydney,Blue Mountains,Against justice procedures,Breach Apprehended Violence Order,3,4,3,3,1,1,7,4,3,0,1,2
Outer Western Sydney,Blue Mountains,Against justice procedures,Breach bail conditions,1,0,1,1,0,1,5,3,1,2,4,3
Outer Western Sydney,Blue Mountains,Against justice procedures,Fail to appear,1,1,1,0,1,2,2,0,1,0,0,1
Outer Western Sydney,Blue Mountains,Against justice procedures,Resist or hinder officer,2,2,6,3,5,2,3,5,1,1,2,4
Outer Western Sydney,Blue Mountains,Against justice procedures,Other offences against justice procedures,1,0,2,3,0,1,2,2,2,5,5,3
Outer Western Sydney,Blue Mountains,Transport regulatory offences,,2,3,2,1,1,0,1,1,1,0,1,2
Outer Western Sydney,Blue Mountains,Other offences,,10,3,6,7,2,3,10,5,3,5,9,6
Outer Western Sydney,Hawkesbury,Homicide,Murder (a),0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Hawkesbury,Homicide,Attempted murder,0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Hawkesbury,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Hawkesbury,Homicide,Manslaughter (a),0,0,1,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Hawkesbury,Assault,Domestic violence related assault,4,8,6,5,8,8,8,6,4,3,2,5
Outer Western Sydney,Hawkesbury,Assault,Non-domestic violence related assault,11,20,25,18,19,24,11,19,20,24,27,25
Outer Western Sydney,Hawkesbury,Assault,Assault Police,1,0,7,0,2,3,5,0,0,0,0,0
Outer Western Sydney,Hawkesbury,Sexual offences,Sexual assault,1,0,0,1,0,2,2,2,1,1,1,1
Outer Western Sydney,Hawkesbury,Sexual offences,"Indecent assault, act of indecency and other sexual offences",3,3,10,3,2,1,0,7,3,1,2,4
Outer Western Sydney,Hawkesbury,Abduction and kidnapping,,0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Hawkesbury,Robbery,Robbery without a weapon,0,2,1,1,1,0,0,0,2,0,0,0
Outer Western Sydney,Hawkesbury,Robbery,Robbery with a firearm,1,0,1,0,1,2,0,0,1,0,0,0
Outer Western Sydney,Hawkesbury,Robbery,Robbery with a weapon not a firearm,0,0,0,0,1,2,0,0,1,1,1,0
Outer Western Sydney,Hawkesbury,Blackmail and extortion,,0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Hawkesbury,"Harassment, threatening behaviour and private nuisance",,3,1,4,6,3,11,5,7,8,8,6,8
Outer Western Sydney,Hawkesbury,Other offences against the person,,0,2,0,2,0,0,0,1,1,0,1,3
Outer Western Sydney,Hawkesbury,Theft,Break and enter dwelling,49,35,50,44,39,45,34,32,36,38,58,39
Outer Western Sydney,Hawkesbury,Theft,Break and enter non-dwelling,20,27,26,24,23,24,36,36,35,28,21,34
Outer Western Sydney,Hawkesbury,Theft,Receiving or handling stolen goods,3,2,4,1,2,3,3,4,4,6,4,4
Outer Western Sydney,Hawkesbury,Theft,Motor vehicle theft,24,39,33,27,49,31,29,34,41,42,32,21
Outer Western Sydney,Hawkesbury,Theft,Steal from motor vehicle,29,15,23,15,24,39,20,31,32,24,23,18
Outer Western Sydney,Hawkesbury,Theft,Steal from retail store,8,13,12,16,11,12,13,10,10,12,12,13
Outer Western Sydney,Hawkesbury,Theft,Steal from dwelling,22,25,18,22,21,20,14,27,20,35,34,21
Outer Western Sydney,Hawkesbury,Theft,Steal from person,2,3,3,7,2,5,0,2,3,3,4,2
Outer Western Sydney,Hawkesbury,Theft,Stock theft,1,1,0,0,0,2,0,1,1,0,0,2
Outer Western Sydney,Hawkesbury,Theft,Fraud,4,3,8,3,7,3,14,9,6,17,11,47
Outer Western Sydney,Hawkesbury,Theft,Other theft,24,32,26,23,21,32,33,38,25,29,28,35
Outer Western Sydney,Hawkesbury,Arson,,1,2,3,7,2,5,5,8,5,9,7,9
Outer Western Sydney,Hawkesbury,Malicious damage to property,,51,38,36,46,33,48,71,51,31,51,52,40
Outer Western Sydney,Hawkesbury,Drug offences,Possession and/or use of cocaine,0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Hawkesbury,Drug offences,Possession and/or use of narcotics,0,0,0,0,0,0,0,2,0,0,0,0
Outer Western Sydney,Hawkesbury,Drug offences,Possession and/or use of cannabis,2,8,5,7,7,6,15,9,14,9,16,16
Outer Western Sydney,Hawkesbury,Drug offences,Possession and/or use of amphetamines,0,1,0,3,0,3,0,0,0,0,0,0
Outer Western Sydney,Hawkesbury,Drug offences,Possession and/or use of ecstasy,0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Hawkesbury,Drug offences,Possession and/or use of other drugs,0,0,0,0,0,0,0,0,3,0,0,0
Outer Western Sydney,Hawkesbury,Drug offences,"Dealing, trafficking in cocaine",0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Hawkesbury,Drug offences,"Dealing, trafficking in narcotics",0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Hawkesbury,Drug offences,"Dealing, trafficking in cannabis",1,0,1,1,0,0,4,1,0,3,1,0
Outer Western Sydney,Hawkesbury,Drug offences,"Dealing, trafficking in amphetamines",0,0,1,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Hawkesbury,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Hawkesbury,Drug offences,"Dealing, trafficking in other drugs",0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Hawkesbury,Drug offences,Cultivating cannabis,4,5,3,4,0,2,1,1,3,5,6,4
Outer Western Sydney,Hawkesbury,Drug offences,Manufacture drug,0,0,0,0,0,1,0,0,0,0,0,0
Outer Western Sydney,Hawkesbury,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Hawkesbury,Drug offences,Other drug offences,0,0,1,0,0,2,2,38,0,0,1,1
Outer Western Sydney,Hawkesbury,Prohibited and regulated weapons offences,,0,2,11,2,6,4,6,1,0,4,6,0
Outer Western Sydney,Hawkesbury,Disorderly conduct,Trespass,2,3,2,4,3,6,5,0,0,0,5,0
Outer Western Sydney,Hawkesbury,Disorderly conduct,Offensive conduct,2,1,4,1,3,1,4,1,2,1,4,3
Outer Western Sydney,Hawkesbury,Disorderly conduct,Offensive language,3,1,5,3,0,3,1,2,0,4,1,5
Outer Western Sydney,Hawkesbury,Disorderly conduct,Criminal intent,0,2,0,0,4,6,1,0,2,0,1,2
Outer Western Sydney,Hawkesbury,Betting and gaming offences,,0,0,0,0,0,1,0,0,0,0,0,0
Outer Western Sydney,Hawkesbury,Liquor offences,,0,0,0,0,0,0,1,1,1,1,2,0
Outer Western Sydney,Hawkesbury,Pornography offences,,0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Hawkesbury,Prostitution offences,,0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Hawkesbury,Against justice procedures,Escape custody,0,0,0,1,0,0,0,1,0,0,0,0
Outer Western Sydney,Hawkesbury,Against justice procedures,Breach Apprehended Violence Order,1,1,6,3,4,3,6,6,1,0,3,4
Outer Western Sydney,Hawkesbury,Against justice procedures,Breach bail conditions,0,1,0,0,0,3,4,3,2,1,3,3
Outer Western Sydney,Hawkesbury,Against justice procedures,Fail to appear,0,0,0,2,1,1,0,1,1,1,0,2
Outer Western Sydney,Hawkesbury,Against justice procedures,Resist or hinder officer,1,4,6,2,2,0,1,2,2,0,2,4
Outer Western Sydney,Hawkesbury,Against justice procedures,Other offences against justice procedures,0,0,1,12,1,2,3,1,2,1,0,11
Outer Western Sydney,Hawkesbury,Transport regulatory offences,,0,1,0,1,0,0,0,1,0,0,0,0
Outer Western Sydney,Hawkesbury,Other offences,,7,10,5,10,11,1,5,62,7,6,12,4
Outer Western Sydney,Penrith,Homicide,Murder (a),0,0,1,0,1,0,1,0,2,1,0,0
Outer Western Sydney,Penrith,Homicide,Attempted murder,0,0,1,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Penrith,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Penrith,Homicide,Manslaughter (a),0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Penrith,Assault,Domestic violence related assault,25,12,15,21,20,16,15,17,21,23,28,36
Outer Western Sydney,Penrith,Assault,Non-domestic violence related assault,73,64,64,64,60,70,60,68,60,81,75,94
Outer Western Sydney,Penrith,Assault,Assault Police,7,1,1,3,2,6,0,0,0,3,2,4
Outer Western Sydney,Penrith,Sexual offences,Sexual assault,12,1,24,4,4,2,2,12,8,5,9,4
Outer Western Sydney,Penrith,Sexual offences,"Indecent assault, act of indecency and other sexual offences",8,20,17,25,4,5,7,11,10,8,13,8
Outer Western Sydney,Penrith,Abduction and kidnapping,,1,0,5,1,1,0,1,1,0,2,2,0
Outer Western Sydney,Penrith,Robbery,Robbery without a weapon,6,12,9,12,8,7,8,7,7,3,12,12
Outer Western Sydney,Penrith,Robbery,Robbery with a firearm,5,4,4,2,4,7,4,1,0,0,3,2
Outer Western Sydney,Penrith,Robbery,Robbery with a weapon not a firearm,0,6,4,3,3,4,6,7,1,2,5,4
Outer Western Sydney,Penrith,Blackmail and extortion,,0,0,0,0,0,0,0,0,0,0,0,1
Outer Western Sydney,Penrith,"Harassment, threatening behaviour and private nuisance",,17,18,11,13,15,17,22,25,14,20,27,8
Outer Western Sydney,Penrith,Other offences against the person,,3,4,1,2,0,2,1,1,1,0,0,1
Outer Western Sydney,Penrith,Theft,Break and enter dwelling,170,190,207,190,203,198,188,160,159,189,156,174
Outer Western Sydney,Penrith,Theft,Break and enter non-dwelling,74,58,70,76,81,87,83,89,71,85,79,88
Outer Western Sydney,Penrith,Theft,Receiving or handling stolen goods,32,5,10,11,11,30,22,17,23,14,30,14
Outer Western Sydney,Penrith,Theft,Motor vehicle theft,177,145,215,142,201,177,202,195,201,169,185,193
Outer Western Sydney,Penrith,Theft,Steal from motor vehicle,88,96,99,118,141,121,137,141,137,115,115,134
Outer Western Sydney,Penrith,Theft,Steal from retail store,71,96,92,77,110,84,85,80,89,83,73,74
Outer Western Sydney,Penrith,Theft,Steal from dwelling,70,67,75,57,60,64,53,53,50,71,65,62
Outer Western Sydney,Penrith,Theft,Steal from person,17,20,11,18,13,19,12,14,11,16,8,19
Outer Western Sydney,Penrith,Theft,Stock theft,2,1,0,2,1,1,1,1,1,2,1,0
Outer Western Sydney,Penrith,Theft,Fraud,43,36,106,22,20,32,52,40,30,72,36,32
Outer Western Sydney,Penrith,Theft,Other theft,72,118,102,78,86,80,82,94,96,120,103,122
Outer Western Sydney,Penrith,Arson,,21,18,25,19,14,15,23,21,27,41,18,24
Outer Western Sydney,Penrith,Malicious damage to property,,215,202,211,182,182,182,225,186,168,234,201,182
Outer Western Sydney,Penrith,Drug offences,Possession and/or use of cocaine,0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Penrith,Drug offences,Possession and/or use of narcotics,1,0,0,2,2,0,0,2,0,0,6,0
Outer Western Sydney,Penrith,Drug offences,Possession and/or use of cannabis,5,8,9,11,23,22,15,17,9,4,12,14
Outer Western Sydney,Penrith,Drug offences,Possession and/or use of amphetamines,3,0,3,0,8,2,3,1,3,0,3,2
Outer Western Sydney,Penrith,Drug offences,Possession and/or use of ecstasy,0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Penrith,Drug offences,Possession and/or use of other drugs,1,0,0,1,1,0,1,0,0,0,0,1
Outer Western Sydney,Penrith,Drug offences,"Dealing, trafficking in cocaine",0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Penrith,Drug offences,"Dealing, trafficking in narcotics",0,2,0,0,0,0,0,0,0,0,1,0
Outer Western Sydney,Penrith,Drug offences,"Dealing, trafficking in cannabis",1,1,0,3,1,1,0,2,0,0,0,0
Outer Western Sydney,Penrith,Drug offences,"Dealing, trafficking in amphetamines",1,0,1,2,2,0,0,0,0,0,0,0
Outer Western Sydney,Penrith,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Penrith,Drug offences,"Dealing, trafficking in other drugs",0,0,0,0,0,1,0,0,0,0,0,0
Outer Western Sydney,Penrith,Drug offences,Cultivating cannabis,6,4,5,4,5,3,3,3,5,2,3,5
Outer Western Sydney,Penrith,Drug offences,Manufacture drug,0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Penrith,Drug offences,Importing drugs,0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Penrith,Drug offences,Other drug offences,16,3,0,0,4,2,4,4,4,4,3,6
Outer Western Sydney,Penrith,Prohibited and regulated weapons offences,,7,9,5,7,16,13,11,8,15,4,9,8
Outer Western Sydney,Penrith,Disorderly conduct,Trespass,6,3,7,6,7,7,1,4,6,10,3,6
Outer Western Sydney,Penrith,Disorderly conduct,Offensive conduct,3,1,1,1,1,2,0,1,0,5,1,2
Outer Western Sydney,Penrith,Disorderly conduct,Offensive language,8,6,10,8,10,3,5,3,4,2,7,15
Outer Western Sydney,Penrith,Disorderly conduct,Criminal intent,6,6,3,3,7,11,2,7,3,1,6,1
Outer Western Sydney,Penrith,Betting and gaming offences,,0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Penrith,Liquor offences,,0,2,1,3,1,0,0,0,1,0,1,1
Outer Western Sydney,Penrith,Pornography offences,,0,0,0,0,0,0,0,0,0,0,0,0
Outer Western Sydney,Penrith,Prostitution offences,,0,0,0,0,0,0,0,1,0,0,0,0
Outer Western Sydney,Penrith,Against justice procedures,Escape custody,1,1,0,0,0,1,0,1,1,2,0,1
Outer Western Sydney,Penrith,Against justice procedures,Breach Apprehended Violence Order,8,4,7,11,4,6,14,8,6,16,15,10
Outer Western Sydney,Penrith,Against justice procedures,Breach bail conditions,3,5,4,3,3,2,2,3,2,6,2,4
Outer Western Sydney,Penrith,Against justice procedures,Fail to appear,4,4,6,7,6,5,8,7,7,8,7,0
Outer Western Sydney,Penrith,Against justice procedures,Resist or hinder officer,7,5,8,5,4,13,3,2,3,1,5,10
Outer Western Sydney,Penrith,Against justice procedures,Other offences against justice procedures,1,4,1,6,7,16,11,9,10,12,14,13
Outer Western Sydney,Penrith,Transport regulatory offences,,0,1,1,2,1,0,1,1,2,2,0,0
Outer Western Sydney,Penrith,Other offences,,15,12,8,13,12,18,13,12,10,7,19,14
Blacktown,Blacktown,Homicide,Murder (a),0,2,0,2,2,1,0,0,0,0,1,1
Blacktown,Blacktown,Homicide,Attempted murder,0,0,0,0,0,0,0,0,0,0,0,2
Blacktown,Blacktown,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,0,0
Blacktown,Blacktown,Homicide,Manslaughter (a),0,0,0,0,0,0,0,0,0,0,0,0
Blacktown,Blacktown,Assault,Domestic violence related assault,32,49,49,58,40,65,48,64,59,69,76,80
Blacktown,Blacktown,Assault,Non-domestic violence related assault,93,78,104,97,89,104,94,104,107,132,112,117
Blacktown,Blacktown,Assault,Assault Police,6,5,8,7,6,7,10,4,4,6,8,10
Blacktown,Blacktown,Sexual offences,Sexual assault,19,4,20,6,11,6,13,11,11,19,12,10
Blacktown,Blacktown,Sexual offences,"Indecent assault, act of indecency and other sexual offences",17,19,28,17,17,12,21,9,14,18,16,24
Blacktown,Blacktown,Abduction and kidnapping,,1,0,2,1,0,1,1,3,0,1,3,0
Blacktown,Blacktown,Robbery,Robbery without a weapon,29,29,32,36,33,17,19,26,23,26,32,38
Blacktown,Blacktown,Robbery,Robbery with a firearm,11,4,0,2,2,9,6,4,1,4,2,1
Blacktown,Blacktown,Robbery,Robbery with a weapon not a firearm,12,5,4,4,4,8,4,7,5,13,6,5
Blacktown,Blacktown,Blackmail and extortion,,0,0,0,0,1,0,0,0,0,0,0,0
Blacktown,Blacktown,"Harassment, threatening behaviour and private nuisance",,12,20,28,22,35,25,19,41,33,32,34,18
Blacktown,Blacktown,Other offences against the person,,5,3,3,4,2,4,2,3,6,4,0,3
Blacktown,Blacktown,Theft,Break and enter dwelling,292,256,282,231,275,291,298,340,332,288,266,263
Blacktown,Blacktown,Theft,Break and enter non-dwelling,104,92,94,84,95,81,103,100,110,112,114,98
Blacktown,Blacktown,Theft,Receiving or handling stolen goods,17,23,25,31,21,20,31,23,27,23,30,30
Blacktown,Blacktown,Theft,Motor vehicle theft,219,210,283,193,269,251,225,253,261,263,266,269
Blacktown,Blacktown,Theft,Steal from motor vehicle,124,160,151,122,151,147,154,176,206,173,167,189
Blacktown,Blacktown,Theft,Steal from retail store,65,62,74,67,83,71,88,99,89,97,91,74
Blacktown,Blacktown,Theft,Steal from dwelling,82,87,96,108,79,79,99,105,81,100,97,101
Blacktown,Blacktown,Theft,Steal from person,21,26,24,23,24,40,19,25,29,17,29,30
Blacktown,Blacktown,Theft,Stock theft,0,0,0,1,2,2,3,1,2,4,0,2
Blacktown,Blacktown,Theft,Fraud,70,63,68,126,102,75,91,44,72,155,71,79
Blacktown,Blacktown,Theft,Other theft,87,81,93,86,104,94,85,103,96,108,112,102
Blacktown,Blacktown,Arson,,30,24,20,30,38,25,45,39,32,27,24,38
Blacktown,Blacktown,Malicious damage to property,,235,230,234,214,222,226,263,247,275,294,278,276
Blacktown,Blacktown,Drug offences,Possession and/or use of cocaine,0,0,2,0,0,0,0,0,0,0,0,0
Blacktown,Blacktown,Drug offences,Possession and/or use of narcotics,1,1,1,3,0,1,1,2,0,4,2,2
Blacktown,Blacktown,Drug offences,Possession and/or use of cannabis,17,9,22,26,20,20,23,20,20,16,12,23
Blacktown,Blacktown,Drug offences,Possession and/or use of amphetamines,4,2,3,5,5,5,4,5,7,1,3,2
Blacktown,Blacktown,Drug offences,Possession and/or use of ecstasy,0,0,0,0,0,0,0,0,0,0,0,0
Blacktown,Blacktown,Drug offences,Possession and/or use of other drugs,0,0,0,0,0,0,0,0,1,0,1,1
Blacktown,Blacktown,Drug offences,"Dealing, trafficking in cocaine",0,0,0,0,0,0,0,0,0,0,0,0
Blacktown,Blacktown,Drug offences,"Dealing, trafficking in narcotics",2,0,0,1,0,0,0,0,0,2,0,0
Blacktown,Blacktown,Drug offences,"Dealing, trafficking in cannabis",2,0,4,5,9,3,2,3,3,0,5,3
Blacktown,Blacktown,Drug offences,"Dealing, trafficking in amphetamines",2,1,0,1,2,1,0,0,1,0,0,1
Blacktown,Blacktown,Drug offences,"Dealing, trafficking in ecstasy",0,0,0,0,0,0,0,0,0,0,0,0
Blacktown,Blacktown,Drug offences,"Dealing, trafficking in other drugs",0,0,0,0,0,1,0,0,1,0,0,0
Blacktown,Blacktown,Drug offences,Cultivating cannabis,17,11,11,12,4,7,7,5,6,11,7,12
Blacktown,Blacktown,Drug offences,Manufacture drug,0,0,0,0,0,0,0,0,0,0,0,0
Blacktown,Blacktown,Drug offences,Importing drugs,0,0,0,0,0,0,0,1,0,0,0,0
Blacktown,Blacktown,Drug offences,Other drug offences,2,2,5,8,6,9,9,11,3,3,3,3
Blacktown,Blacktown,Prohibited and regulated weapons offences,,9,10,23,21,22,24,20,25,8,11,21,27
Blacktown,Blacktown,Disorderly conduct,Trespass,3,7,3,7,9,9,4,7,4,4,8,9
Blacktown,Blacktown,Disorderly conduct,Offensive conduct,6,2,4,1,4,14,2,5,6,1,9,6
Blacktown,Blacktown,Disorderly conduct,Offensive language,10,8,12,9,4,9,6,8,11,13,10,13
Blacktown,Blacktown,Disorderly conduct,Criminal intent,7,3,3,8,5,6,5,10,10,12,6,7
Blacktown,Blacktown,Betting and gaming offences,,0,1,0,0,0,0,0,0,0,0,0,0
Blacktown,Blacktown,Liquor offences,,0,0,2,2,1,1,1,0,0,1,2,4
Blacktown,Blacktown,Pornography offences,,0,1,0,0,0,0,0,0,0,0,0,0
Blacktown,Blacktown,Prostitution offences,,11,3,3,3,4,0,5,5,3,4,0,1
Blacktown,Blacktown,Against justice procedures,Escape custody,0,3,4,1,1,0,0,1,1,1,0,0
Blacktown,Blacktown,Against justice procedures,Breach Apprehended Violence Order,11,14,14,16,19,33,13,16,17,22,36,24
Blacktown,Blacktown,Against justice procedures,Breach bail conditions,2,4,5,3,3,4,2,2,3,3,6,5
Blacktown,Blacktown,Against justice procedures,Fail to appear,6,4,8,5,1,12,7,4,8,8,7,9
Blacktown,Blacktown,Against justice procedures,Resist or hinder officer,15,7,5,6,9,6,4,2,10,7,10,18
Blacktown,Blacktown,Against justice procedures,Other offences against justice procedures,6,13,11,9,9,9,13,18,12,12,17,19
Blacktown,Blacktown,Transport regulatory offences,,0,2,1,2,1,0,0,2,2,1,3,1
Blacktown,Blacktown,Other offences,,27,10,22,11,14,18,21,23,10,24,27,24
Lower Northern Sydney,Hunters Hill,Homicide,Murder (a),0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Homicide,Attempted murder,0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Homicide,"Murder accessory, conspiracy",0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Homicide,Manslaughter (a),0,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Sydney,Hunters Hill,Assault,Domestic violence related assault,0,1,0,0,1,0,0,0,1,0,0,0
Lower Northern Sydney,Hunters Hill,Assault,Non-domestic violence related assault,0,1,2,1,0,0,2,1,1,1,1,3
